dataset,seed,eps,mechanism,provenance,m_orig,m_released,auc_heur,auc_logreg,auc_degaware,auc_svd,auc_seed,auc_max,deg_dist_norm,clust_err,spec_err,comm_nmi_gt
ego-Facebook,1,2.0,PrivDPR,paper-derived-compatible-reimplementation,88234,88234,0.8015399999999999,0.83451,0.850028,0.8148220000000002,0.8336595,0.850028,0.6064442278486756,0.5070162579451761,0.1024993072302248,
ego-Facebook,2,0.5,PrivGraph,official-core-sparse-reimplementation,88234,88236,0.6785680000000001,0.7380619999999999,0.853696,0.715228,0.762157,0.853696,0.2582111204297665,0.5686209018244466,0.4673955181103623,
ego-Facebook,2,0.5,DPGVAE,paper-derived-compatible-reimplementation,88234,88234,0.508599,0.49052,0.831596,0.524168,0.5876290000000001,0.831596,0.5046014008205456,0.5552216846511835,0.681781065237647,
ego-Facebook,2,0.5,DPGGAN,paper-derived-compatible-reimplementation,88234,88234,0.799121,0.84448,0.840792,0.7908179999999999,0.8386750000000001,0.84448,0.3704354330530182,0.4985310166208565,0.1753372426285444,
ego-Facebook,2,0.5,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,88234,88697,0.7843595,0.8226760000000001,0.8325760000000001,0.7912720000000001,0.8316375,0.8325760000000001,0.0120815105288211,0.5359727450543605,0.1719097744346951,
ego-Facebook,2,0.5,PrivDPR,paper-derived-compatible-reimplementation,88234,88234,0.7970029999999999,0.828908,0.8563399999999999,0.7785299999999999,0.8354834999999999,0.8563399999999999,0.6078042477956348,0.5147315251130421,0.1011178246174459,
ego-Facebook,2,1.0,PrivGraph,official-core-sparse-reimplementation,88234,88198,0.682369,0.7657559999999999,0.8437600000000001,0.7009719999999999,0.775201,0.8437600000000001,0.2793367636058664,0.5687096454965738,0.452771692619511,
ego-Facebook,2,1.0,DPGVAE,paper-derived-compatible-reimplementation,88234,88234,0.6331829999999999,0.66733,0.8364240000000001,0.710544,0.7039345,0.8364240000000001,0.4813337262279848,0.5536855335317565,0.6715703644564407,
ego-Facebook,2,1.0,DPGGAN,paper-derived-compatible-reimplementation,88234,88234,0.8078085,0.8218219999999999,0.845804,0.7987179999999999,0.8368794999999999,0.845804,0.5331164857084573,0.5182046266775657,0.0162179424524625,
ego-Facebook,2,1.0,GraphPub,paper-derived-compatible-reimplementation-no-public-code-found,88234,88344,0.7738025,0.8172119999999999,0.817604,0.7863640000000001,0.822001,0.822001,0.0110614955686016,0.5373855485762608,0.1718049012662433,
