dataset,seed,eps,mechanism,sampler,eval_pos,mean_log_degree_product_gap,m_orig,m_released,auc_heur,auc_logreg,auc_degaware,auc_svd,auc_seed,auc_release_max,auc_aux_max,auc_max
email-Eu-core,2,2.0,swap,degree_matched,1000,0.043215253560819,16064,16064,0.9508945000000002,0.9731019999999998,0.974502,0.928624,0.950567,0.9731019999999998,0.974502,0.974502
email-Eu-core,2,2.0,edgeflip,degree_matched,1000,0.043215253560819,16064,72452,0.904397,0.941436,0.9291199999999998,0.8737079999999999,0.873186,0.941436,0.9291199999999998,0.941436
email-Eu-core,2,3.0,tmf,degree_matched,1000,0.043215253560819,16064,16106,0.7569855000000001,0.776432,0.796376,0.808152,0.7237029999999999,0.808152,0.796376,0.808152
email-Eu-core,2,3.0,dk1dp,degree_matched,1000,0.043215253560819,16064,14839,0.5055685,0.493756,0.5204599999999999,0.51096,0.548095,0.51096,0.548095,0.548095
email-Eu-core,2,3.0,dk2dp,degree_matched,1000,0.043215253560819,16064,16064,0.5156904999999999,0.490046,0.5001599999999999,0.500592,0.5539769999999999,0.5156904999999999,0.5539769999999999,0.5539769999999999
email-Eu-core,2,3.0,swap,degree_matched,1000,0.043215253560819,16064,16064,0.980156,0.990036,0.993356,0.949112,0.9805339999999998,0.990036,0.993356,0.993356
email-Eu-core,2,3.0,edgeflip,degree_matched,1000,0.043215253560819,16064,38458,0.971337,0.97708,0.977128,0.922628,0.961371,0.97708,0.977128,0.977128
email-Eu-core,2,5.0,tmf,degree_matched,1000,0.043215253560819,16064,16155,0.9266735,0.943208,0.947764,0.90462,0.9077660000000002,0.943208,0.947764,0.947764
email-Eu-core,2,5.0,dk1dp,degree_matched,1000,0.043215253560819,16064,14910,0.500481,0.482488,0.501172,0.49592,0.5422119999999999,0.500481,0.5422119999999999,0.5422119999999999
email-Eu-core,2,5.0,dk2dp,degree_matched,1000,0.043215253560819,16064,16062,0.514709,0.526912,0.50222,0.4649839999999999,0.5532815,0.526912,0.5532815,0.5532815
email-Eu-core,2,5.0,swap,degree_matched,1000,0.043215253560819,16064,16064,0.9966765,0.997092,0.999586,0.955796,0.9969345,0.997092,0.999586,0.999586
email-Eu-core,2,5.0,edgeflip,degree_matched,1000,0.043215253560819,16064,19230,0.99651,0.999088,0.997568,0.95374,0.996418,0.999088,0.997568,0.999088
ego-Facebook,0,0.5,tmf,degree_matched,1000,0.0502778709440881,88234,88243,0.520068,0.510508,0.571852,0.49268,0.5853925,0.520068,0.5853925,0.5853925
ego-Facebook,0,0.5,dk1dp,degree_matched,1000,0.0502778709440881,88234,85899,0.502389,0.51308,0.559512,0.489438,0.538749,0.51308,0.559512,0.559512
ego-Facebook,0,0.5,dk2dp,degree_matched,1000,0.0502778709440881,88234,88212,0.509516,0.5549379999999999,0.5015320000000001,0.54976,0.534652,0.5549379999999999,0.534652,0.5549379999999999
ego-Facebook,0,0.5,swap,degree_matched,1000,0.0502778709440881,88234,88234,0.936755,0.986486,0.98762,0.9559959999999998,0.9497215,0.986486,0.98762,0.98762
ego-Facebook,0,1.0,tmf,degree_matched,1000,0.0502778709440881,88234,87669,0.513666,0.528652,0.565536,0.511624,0.5660999999999999,0.528652,0.5660999999999999,0.5660999999999999
ego-Facebook,0,1.0,dk1dp,degree_matched,1000,0.0502778709440881,88234,85528,0.5062139999999999,0.545398,0.54982,0.507672,0.54883,0.545398,0.54982,0.54982
ego-Facebook,0,1.0,dk2dp,degree_matched,1000,0.0502778709440881,88234,88225,0.5220535,0.5453859999999999,0.5504,0.5740959999999999,0.5505610000000001,0.5740959999999999,0.5505610000000001,0.5740959999999999
