dataset,seed,eps,mechanism,m_orig,m_released,auc_heur,auc_logreg,auc_degaware,auc_svd,auc_seed,auc_max,deg_dist_norm,clust_err,spec_err,comm_nmi_gt
email-Eu-core,2,3.0,edgeflip,16064,38458,0.989856625,0.992913,0.990524,0.966318,0.99035175,0.992913,1.3940488047808763,0.2737972098980064,0.2668423646524382,0.3504928925341029
email-Eu-core,2,3.0,tmf,16064,16106,0.8807716249999998,0.9093395,0.925278,0.901559,0.915452875,0.925278,0.5036105577689242,0.3496244570438563,0.4762074384235019,0.2493583201339406
email-Eu-core,2,3.0,dk1dp,16064,14839,0.8398813749999999,0.8786094999999998,0.8690749999999999,0.8481190000000001,0.884982125,0.884982125,0.0784985059760955,0.2789312145319824,0.1770665056389844,0.1037547657922307
email-Eu-core,2,3.0,swap,16064,16064,0.99704425,0.99796,0.9983885,0.973666,0.99731025,0.9983885,0.0,0.0401662408861903,0.0050977905988644,0.5473486042266357
email-Eu-core,2,5.0,edgeflip,16064,19230,0.998684625,0.999074,0.998717,0.984001,0.99871625,0.999074,0.1971489043824701,0.1683394307596786,0.0246853512789708,0.4341532899662486
email-Eu-core,2,5.0,tmf,16064,16155,0.9832745,0.983689,0.982036,0.967426,0.982673875,0.983689,0.2056772908366533,0.2532800169140004,0.2035704485159563,0.4268976384879668
email-Eu-core,2,5.0,dk1dp,16064,14910,0.8330044999999999,0.8651855,0.8658039999999999,0.8535969999999999,0.884213125,0.884213125,0.0727091633466134,0.2766771233902403,0.1780205651834115,0.0876502927646119
email-Eu-core,2,5.0,swap,16064,16064,0.99962925,0.999629,0.999455,0.981636,0.999587,0.99962925,0.0,0.006189811927992,0.0013202778597649,0.5478562984283522
ego-Facebook,0,0.5,tmf,88234,237448,0.571482375,0.6338805000000001,0.837281,0.623563,0.67352975,0.837281,1.8234807443842511,0.5652984297885122,0.2694785989253317,
ego-Facebook,0,0.5,dk1dp,88234,85899,0.783970375,0.818738,0.8373985,0.8022600000000001,0.8314928749999999,0.8373985,0.0311897907835982,0.5465655388014555,0.4016492547363118,
ego-Facebook,0,0.5,swap,88234,88234,0.986117,0.987416,0.9938495,0.968174,0.9878725,0.9938495,0.0,0.4335479061488618,0.2405304556073931,
ego-Facebook,0,1.0,tmf,88234,87669,0.5316925,0.600689,0.8405790000000002,0.569239,0.6337818749999999,0.8405790000000002,0.704966339506313,0.5838611876240504,0.7264409258012888,
